246,50,7,0.14
1910,50,34,0.68
1912,50,21,0.42
1914,50,15,0.3
1916,50,33,0.66
1918,50,10,0.2
1920,50,8,0.16
1924,50,25,0.5
1926,50,1,0.02
1928,50,33,0.66
1930,50,38,0.76
1932,50,6,0.12
1934,50,5,0.1
1936,50,25,0.5
1938,50,15,0.3
1940,50,6,0.12
1942,50,25,0.5
1944,50,31,0.62
1946,50,33,0.66
1952,50,14,0.28
1954,50,15,0.3
1956,50,5,0.1
